index,value
0,245.158
1,278.446
2,289.797
3,253.792
4,235.287
5,252.431
6,168.646
7,266.601
8,1.91667
9,22.4639
10,3.65278
11,87.6399
12,60.0902
13,157.227
14,18.0429
15,4.2
16,6.7832
17,12.2434
18,88.9525
19,46.239
20,61.034
21,88.4242
22,105.929
23,78.6473
24,75.3179
25,0.97381
26,0
27,0
28,67.4276
29,85.8028
30,97.3821
31,104.366
32,139.614
33,21.787
34,54.751
35,97.4886
36,51.8551
37,78.161
38,78.2023
39,87.3601
40,107.432
41,143.949
42,54.1484
43,4.92031
44,50.3988
45,0
46,46.6966
47,82.145
48,40.3806
49,102.613
50,20.1337
51,87.7424
52,31.4445
53,50.2047
54,118.99
55,0
56,83.5582
57,112.887
