index,value
0,211.29
1,178.808
2,294.496
3,276.869
4,410.024
5,367.179
6,303.348
7,333.906
8,154.126
9,77.3537
10,96.8955
11,76.9849
12,42.4602
13,52.8079
14,39.589
15,94.5243
16,27.005
17,54.9438
18,126.156
19,113.412
20,60.9131
21,34.7861
22,173.947
23,98.917
24,4.62262
25,113.743
26,32.1117
27,1.44884
28,2.39561
29,83.4342
30,67.285
31,15.2419
32,0.535238
33,57.4394
34,107.792
35,127.163
36,51.1284
37,128.98
38,121.685
39,120.436
40,75.096
41,29.5868
42,12.768
43,77.8017
44,0
45,72.7784
46,172.177
47,27.623
48,48.8363
49,39.4235
50,38.2039
51,54.1814
52,93.5276
53,92.5969
54,0.0944951
55,56.3284
56,79.852
57,150.142
