index,value
0,172.932
1,214.602
2,189.767
3,308.597
4,293.597
5,346.373
6,274.398
7,192.502
8,88.0009
9,116.541
10,77.9981
11,82.2574
12,20.4752
13,129.751
14,32.1447
15,2.00898
16,92.8998
17,7.83902
18,105.431
19,116.673
20,98.8314
21,14.9255
22,102.137
23,117.728
24,96.0071
25,91.5168
26,111.725
27,40.5388
28,53.1964
29,6.11761
30,100.109
31,58.8281
32,161.071
33,62.6568
34,228.052
35,129.576
36,68.151
37,32.1445
38,56.5495
39,35.3483
40,120.316
41,86.9843
42,79.2961
43,90.2905
44,105.457
45,14.0536
46,7.32122
47,103.549
48,0
49,0
50,44.1228
51,57.4499
52,50.7964
53,105.886
54,127.017
55,48.1317
56,100.117
57,52.1621
