index,value
0,324.733
1,284.126
2,206.422
3,254.098
4,248.781
5,145.829
6,238.038
7,207.489
8,159.584
9,93.2344
10,0.163115
11,195.294
12,165.366
13,141.194
14,34.4989
15,16.5961
16,105.326
17,31.1766
18,55.2509
19,110.906
20,166.587
21,119.956
22,1.14294
23,63.4501
24,101.266
25,44.5201
26,188.192
27,54.6986
28,143.263
29,84.3433
30,107.336
31,94.8912
32,153.958
33,8.87031
34,165.844
35,82.2373
36,85.3384
37,63.0692
38,56.7955
39,128.325
40,0
41,96.2381
42,155.403
43,20.4311
44,58.6409
45,71.3036
46,80.9662
47,49.3388
48,22.9992
49,91.1477
50,142.619
51,126.378
52,134.081
53,45.0987
54,50.6191
55,118.38
56,195.702
57,27.9072
