31,41
31,8,41
31,15,41
31,26,41
31,44,41
31,8,2,41
31,26,49,41
31,44,8,41
31,15,10,41
31,44,46,41
31,8,7,41
31,12,49,41
31,8,44,41
31,18,10,41
31,8,46,41
31,33,1,41
31,18,15,41
31,8,49,41
31,34,10,41
31,33,7,41
31,42,1,41
31,34,44,41
31,47,0,41
31,42,46,41
31,34,46,41
31,47,7,41
31,48,0,41
31,47,8,41
31,33,8,41
31,48,1,41
31,47,11,41
31,33,10,41
31,48,8,41
31,47,15,41
31,33,39,41
31,47,26,41
31,33,46,41
31,47,39,41
31,47,44,41
31,47,46,41
31,8,49,26,41
31,8,46,10,41
31,33,3,49,41
31,47,0,11,41
31,47,7,46,41
31,33,7,0,41
31,12,49,7,41
31,33,46,10,41
31,12,25,7,41
31,8,28,44,41
31,12,14,2,41
31,44,46,7,41
31,47,8,2,41
31,47,11,0,41
31,33,10,2,41
31,8,2,11,41
31,47,11,1,41
31,33,10,15,41
31,12,36,44,41
31,47,11,2,41
31,33,10,46,41
31,12,38,49,41
31,12,36,0,41
31,12,14,0,41
31,12,6,8,41
31,12,38,1,41
31,12,36,1,41
31,12,14,11,41
31,12,16,0,41
31,12,6,15,41
31,12,36,15,41
31,12,38,7,41
31,12,19,2,41
31,12,16,2,41
31,12,36,26,41
31,12,38,46,41
31,12,22,8,41
31,12,19,0,41
31,12,16,7,41
31,12,30,46,41
31,12,22,7,41
31,12,42,1,41
31,12,30,8,41
31,12,22,10,41
31,12,48,0,41
31,12,42,46,41
31,12,22,11,41
31,12,48,1,41
31,12,22,15,41
31,12,48,8,41
31,12,22,39,41
31,12,19,7,41
31,12,16,15,41
31,12,19,11,41
31,44,46,8,41
31,12,19,39,41
31,44,46,10,41
31,12,19,44,41
31,44,46,39,41
31,12,19,46,41
31,44,46,49,41
31,47,8,7,41
31,48,47,46,41
31,47,8,44,41
31,48,6,15,41
31,48,47,0,41
31,47,8,46,41
31,48,19,44,41
31,48,6,8,41
31,48,47,7,41
31,48,12,49,41
31,48,19,0,41
31,48,47,8,41
31,48,14,0,41
31,48,19,2,41
31,48,47,11,41
31,48,14,2,41
31,48,19,7,41
31,48,47,15,41
31,48,14,11,41
31,48,19,11,41
31,48,47,26,41
31,47,8,49,41
31,48,19,39,41
31,48,47,39,41
31,48,19,46,41
31,48,47,44,41
31,44,8,7,41
31,8,28,1,41
31,44,8,46,41
31,8,28,2,41
31,44,8,49,41
31,8,28,7,41
31,8,17,26,41
31,8,28,26,41
31,8,32,46,41
31,8,17,0,41
31,8,28,39,41
31,8,33,46,41
31,47,46,10,41
31,12,25,15,41
31,33,46,39,41
31,48,1,11,41
31,33,8,2,41
31,34,46,10,41
31,12,49,8,41
31,33,7,8,41
31,34,44,46,41
31,47,7,49,41
31,33,1,11,41
31,42,5,0,41
31,33,3,7,41
31,33,4,49,41
31,42,12,49,41
31,8,46,39,41
31,8,49,46,41
31,48,0,7,41
31,18,15,10,41
31,18,42,46,41
31,18,10,46,41
31,8,7,46,41
31,48,8,7,41
31,42,46,8,41
31,34,9,11,41
31,48,0,11,41
31,18,30,46,41
31,18,42,1,41
31,34,9,26,41
31,8,7,49,41
31,18,29,44,41
31,18,30,8,41
31,34,9,39,41
31,48,8,44,41
31,18,6,8,41
31,18,29,2,41
31,42,46,10,41
31,48,8,46,41
31,18,14,2,41
31,18,6,15,41
31,18,29,15,41
31,42,46,39,41
31,48,8,49,41
31,18,24,46,41
31,18,14,0,41
31,42,46,44,41
31,15,4,49,41
31,18,17,8,41
31,18,24,39,41
31,18,14,11,41
31,42,46,49,41
31,15,5,46,41
31,15,4,1,41
31,18,20,49,41
31,15,47,46,41
31,15,5,0,41
31,15,4,2,41
31,18,21,7,41
31,18,20,8,41
31,15,36,44,41
31,15,47,0,41
31,15,5,7,41
31,15,4,10,41
31,18,21,49,41
31,18,20,26,41
31,15,32,49,41
31,15,5,39,41
31,15,4,44,41
31,15,36,0,41
31,15,47,7,41
31,15,29,44,41
31,15,32,7,41
31,15,5,44,41
31,15,36,1,41
31,15,47,8,41
31,15,25,49,41
31,15,29,2,41
31,15,32,8,41
31,15,36,26,41
31,15,6,8,41
31,15,25,7,41
31,15,32,10,41
31,15,47,11,41
31,15,16,7,41
31,15,25,39,41
31,15,32,39,41
31,15,47,26,41
31,15,17,8,41
31,15,16,0,41
31,15,32,46,41
31,15,47,39,41
31,15,18,10,41
31,15,17,0,41
31,15,16,2,41
31,15,47,44,41
31,15,22,7,41
31,15,17,26,41
31,18,17,0,41
31,15,22,8,41
31,18,24,44,41
31,18,17,15,41
31,15,22,10,41
31,47,9,11,41
31,18,17,26,41
31,47,9,26,41
31,15,22,11,41
31,47,9,39,41
31,15,22,39,41
31,34,10,46,41
31,8,46,44,41
31,42,45,49,41
31,8,46,49,41
31,42,43,44,41
31,42,45,1,41
31,42,35,44,41
31,42,43,7,41
31,42,45,7,41
31,42,28,44,41
31,42,35,2,41
31,42,43,26,41
31,42,45,8,41
31,42,13,1,41
31,42,28,1,41
31,42,35,7,41
31,42,43,39,41
31,42,45,46,41
31,42,18,10,41
31,42,13,39,41
31,42,28,2,41
31,42,35,10,41
31,42,18,15,41
31,42,28,7,41
31,42,35,11,41
31,42,28,8,41
31,26,47,0,41
31,42,28,26,41
31,26,47,8,41
31,42,28,39,41
31,26,47,11,41
31,47,48,0,41
31,26,47,15,41
31,47,48,1,41
31,26,47,39,41
31,33,4,1,41
31,26,47,44,41
31,33,4,2,41
31,26,47,46,41
31,33,4,10,41
31,33,5,46,41
31,33,4,15,41
31,33,6,8,41
31,33,5,0,41
31,33,4,44,41
31,33,43,44,41
31,33,6,15,41
31,33,5,7,41
31,33,14,11,41
31,33,43,7,41
31,33,5,15,41
31,33,17,8,41
31,33,43,26,41
31,33,5,39,41
31,33,29,2,41
31,33,17,0,41
31,33,43,39,41
31,33,5,44,41
31,33,40,26,41
31,33,29,15,41
31,33,17,15,41
31,33,40,39,41
31,33,29,44,41
31,33,17,26,41
31,33,14,0,41
31,47,43,44,41
31,33,14,2,41
31,47,38,49,41
31,47,43,7,41
31,47,34,46,41
31,47,38,1,41
31,47,43,26,41
31,47,27,46,41
31,47,34,10,41
31,47,38,7,41
31,47,43,39,41
31,47,14,11,41
31,47,27,7,41
31,47,34,44,41
31,47,38,46,41
31,47,23,49,41
31,47,14,0,41
31,47,19,0,41
31,47,23,0,41
31,47,14,2,41
31,47,21,7,41
31,47,19,2,41
31,47,23,2,41
31,47,21,49,41
31,47,19,7,41
31,47,23,7,41
31,47,19,11,41
31,47,23,8,41
31,47,19,39,41
31,47,23,10,41
31,47,19,44,41
31,47,23,26,41
31,47,19,46,41
31,33,3,39,41
31,42,5,7,41
31,33,3,44,41
31,42,5,15,41
31,44,3,49,41
31,42,5,39,41
31,44,4,49,41
31,44,3,7,41
31,26,49,7,41
31,26,43,39,41
31,33,1,39,41
31,34,35,10,41
31,33,7,46,41
31,34,47,46,41
31,34,32,8,41
31,12,49,26,41
31,34,46,39,41
31,48,1,39,41
31,33,8,7,41
31,15,10,2,41
31,42,4,10,41
31,12,25,39,41
31,33,46,44,41
31,12,49,46,41
31,34,46,44,41
31,15,10,46,41
31,42,4,15,41
31,34,17,8,41
31,33,46,49,41
31,33,8,44,41
31,34,46,49,41
31,47,46,39,41
31,42,4,44,41
31,34,17,15,41
31,34,32,10,41
31,33,8,46,41
31,8,33,1,41
31,47,46,44,41
31,33,7,49,41
31,34,35,11,41
31,33,8,49,41
31,8,33,7,41
31,47,46,49,41
31,34,32,15,41
31,26,9,11,41
31,34,13,39,41
31,8,33,10,41
31,8,20,49,41
31,34,32,39,41
31,26,9,39,41
31,26,43,7,41
31,8,33,39,41
31,8,6,15,41
31,8,20,26,41
31,34,32,46,41
31,26,43,44,41
31,26,49,8,41
31,8,22,39,41
31,26,17,0,41
31,34,16,0,41
31,8,17,15,41
31,26,49,46,41
31,8,23,49,41
31,8,22,7,41
31,26,23,49,41
31,26,17,8,41
31,8,23,0,41
31,8,22,10,41
31,26,28,44,41
31,26,23,0,41
31,26,17,15,41
31,8,23,2,41
31,8,22,11,41
31,26,36,44,41
31,26,28,1,41
31,26,23,2,41
31,8,23,7,41
31,8,22,15,41
31,26,37,1,41
31,26,36,0,41
31,26,28,2,41
31,26,23,7,41
31,8,23,10,41
31,26,40,39,41
31,26,37,39,41
31,26,36,1,41
31,26,28,7,41
31,26,23,8,41
31,8,23,26,41
31,26,36,15,41
31,26,28,8,41
31,26,23,10,41
31,34,16,2,41
31,8,30,46,41
31,26,28,39,41
31,44,3,39,41
31,34,16,7,41
31,8,45,49,41
31,44,4,1,41
31,8,32,7,41
31,34,16,15,41
31,8,47,46,41
31,8,45,1,41
31,44,4,2,41
31,8,32,10,41
31,8,48,0,41
31,8,47,0,41
31,8,45,7,41
31,44,4,10,41
31,8,32,15,41
31,8,48,1,41
31,8,47,7,41
31,8,45,46,41
31,44,4,15,41
31,8,32,39,41
31,8,47,11,41
31,44,5,46,41
31,42,5,44,41
31,8,32,49,41
31,8,47,15,41
31,44,19,46,41
31,44,5,0,41
31,8,47,26,41
31,44,24,46,41
31,44,19,0,41
31,44,5,7,41
31,8,47,39,41
31,44,47,46,41
31,44,24,39,41
31,44,19,2,41
31,44,5,15,41
31,8,47,44,41
31,44,28,1,41
31,44,47,0,41
31,44,19,7,41
31,44,5,39,41
31,44,43,39,41
31,44,28,2,41
31,44,47,7,41
31,44,19,11,41
31,44,29,15,41
31,44,43,7,41
31,44,28,7,41
31,44,47,8,41
31,44,19,39,41
31,44,34,46,41
31,44,29,2,41
31,44,43,26,41
31,44,28,8,41
31,44,47,11,41
31,44,35,2,41
31,44,34,10,41
31,44,28,26,41
31,44,47,15,41
31,44,36,0,41
31,44,35,7,41
31,44,28,39,41
31,44,47,26,41
31,44,36,1,41
31,44,35,10,41
31,44,47,39,41
31,44,36,15,41
31,44,35,11,41
31,44,36,26,41
31,47,38,46,7,41
31,47,23,0,7,41
31,47,14,2,8,41
31,47,23,8,2,41
31,47,19,44,8,41
31,42,5,15,10,41
31,44,3,49,7,41
31,42,5,39,1,41
31,44,35,11,0,41
31,44,36,26,49,41
31,33,3,39,1,41
31,42,5,7,0,41
31,33,3,13,1,41
31,47,23,10,2,41
31,47,19,39,1,41
31,44,8,46,7,41
31,8,28,2,10,41
31,34,20,8,2,41
31,47,19,4,49,41
31,47,23,5,0,41
31,47,19,11,0,41
31,47,23,7,0,41
31,47,19,7,0,41
31,47,21,49,7,41
31,34,24,4,49,41
31,47,23,2,8,41
31,44,8,7,0,41
31,44,8,17,26,41
31,47,19,2,8,41
31,47,21,7,0,41
31,8,28,1,11,41
31,34,24,39,1,41
31,48,47,39,1,41
31,42,1,11,0,41
31,47,21,18,10,41
31,47,19,0,7,41
31,47,14,0,7,41
31,47,23,49,7,41
31,47,34,44,8,41
31,47,43,44,8,41
31,47,14,11,0,41
31,34,36,1,11,41
31,34,4,2,8,41
31,47,14,12,49,41
31,47,27,7,0,41
31,47,43,7,0,41
31,33,14,2,8,41
31,48,47,9,49,41
31,48,19,11,0,41
31,34,46,7,0,41
31,48,19,4,49,41
31,47,38,49,7,41
31,48,47,26,49,41
31,33,14,0,7,41
31,48,14,2,8,41
31,34,47,8,2,41
31,34,36,12,49,41
31,47,38,5,0,41
31,47,34,4,49,41
31,47,8,49,7,41
31,48,47,15,10,41
31,47,27,9,49,41
31,47,8,28,44,41
31,42,4,49,7,41
31,47,7,0,11,41
31,47,43,3,49,41
31,33,29,44,8,41
31,33,17,15,10,41
31,47,43,26,49,41
31,47,27,46,7,41
31,47,38,7,0,41
31,47,43,39,1,41
31,47,34,10,2,41
31,47,34,46,7,41
31,47,38,1,11,41
31,48,14,12,49,41
31,33,43,39,1,41
31,33,5,39,1,41
31,33,40,26,49,41
31,34,36,26,49,41
31,33,43,26,49,41
31,48,12,49,7,41
31,34,47,15,10,41
31,33,29,15,10,41
31,33,43,7,0,41
31,33,5,44,8,41
31,33,5,15,10,41
31,47,8,7,0,41
31,48,6,8,2,41
31,26,9,49,7,41
31,33,14,12,49,41
31,33,4,10,2,41
31,33,17,8,2,41
31,48,47,7,0,41
31,34,24,44,8,41
31,34,20,49,7,41
31,47,46,7,0,41
31,33,17,3,49,41
31,33,4,2,8,41
31,26,47,44,8,41
31,48,19,44,8,41
31,33,17,0,7,41
31,33,29,3,49,41
31,33,40,3,49,41
31,12,19,44,8,41
31,33,29,2,8,41
31,26,9,1,11,41
31,34,36,15,10,41
31,44,46,10,2,41
31,48,12,25,49,41
31,33,5,9,49,41
31,42,4,2,8,41
31,33,43,3,49,41
31,8,44,3,49,41
31,48,19,0,7,41
31,48,47,8,2,41
31,48,14,0,7,41
31,33,4,1,11,41
31,47,39,1,11,41
31,26,47,39,1,41
31,34,4,49,7,41
31,48,6,4,49,41
31,26,47,15,10,41
31,48,19,2,8,41
31,44,46,39,1,41
31,33,46,7,0,41
31,12,19,39,1,41
31,12,25,49,7,41
31,47,44,8,2,41
31,47,48,0,7,41
31,42,35,10,2,41
31,33,5,0,7,41
31,33,4,44,8,41
31,33,5,7,0,41
31,33,14,11,0,41
31,33,40,39,1,41
31,33,43,44,8,41
31,33,6,4,49,41
31,33,6,15,10,41
31,33,4,15,10,41
31,33,6,8,2,41
31,33,5,46,7,41
31,48,47,46,7,41
31,12,48,0,7,41
31,33,4,6,15,41
31,47,8,44,46,41
31,26,47,11,0,41
31,42,28,2,8,41
31,42,13,39,1,41
31,26,47,8,2,41
31,12,22,15,10,41
31,42,28,26,49,41
31,12,19,7,0,41
31,34,4,6,15,41
31,26,47,0,7,41
31,42,45,1,11,41
31,12,22,10,2,41
31,34,4,10,2,41
31,26,47,8,7,41
31,12,19,7,8,41
31,34,4,19,0,41
31,34,4,6,8,41
31,26,47,0,11,41
31,42,45,1,39,41
31,26,47,8,44,41
31,12,19,7,46,41
31,34,4,24,39,41
31,34,4,19,2,41
31,12,22,10,15,41
31,34,4,10,15,41
31,26,47,8,46,41
31,12,19,7,49,41
31,34,4,29,15,41
31,34,4,24,44,41
31,34,4,19,7,41
31,34,4,33,1,41
31,34,4,29,2,41
31,34,4,24,46,41
31,34,4,19,11,41
31,34,4,42,1,41
31,34,4,33,7,41
31,34,4,29,44,41
31,34,4,19,39,41
31,34,4,45,1,41
31,34,4,42,46,41
31,34,4,33,8,41
31,34,4,19,44,41
31,34,4,45,7,41
31,34,4,33,10,41
31,34,4,19,46,41
31,34,4,45,8,41
31,34,4,33,39,41
31,12,22,10,46,41
31,34,4,45,46,41
31,34,4,33,46,41
31,34,4,10,46,41
31,34,4,45,49,41
31,26,47,8,49,41
31,42,13,39,46,41
31,42,28,2,10,41
31,12,30,8,2,41
31,26,47,9,49,41
31,42,28,2,11,41
31,12,30,8,7,41
31,26,47,48,8,41
31,26,47,9,1,41
31,12,30,8,44,41
31,26,47,43,44,41
31,26,47,48,0,41
31,26,47,9,11,41
31,12,30,8,46,41
31,26,47,38,49,41
31,26,47,43,7,41
31,26,47,48,1,41
31,26,47,9,39,41
31,12,30,8,49,41
31,26,47,34,46,41
31,26,47,38,1,41
31,26,47,43,39,41
31,26,47,27,46,41
31,26,47,34,10,41
31,26,47,38,7,41
31,26,47,14,11,41
31,26,47,27,7,41
31,26,47,34,44,41
31,26,47,38,46,41
31,26,47,19,7,41
31,26,47,14,0,41
31,26,47,11,1,41
31,26,47,21,49,41
31,26,47,19,0,41
31,26,47,14,2,41
31,26,47,11,2,41
31,26,47,23,0,41
31,26,47,21,7,41
31,26,47,19,2,41
31,26,47,23,2,41
31,34,4,44,8,41
31,26,47,19,11,41
31,26,47,23,7,41
31,34,4,44,46,41
31,26,47,19,39,41
31,26,47,23,8,41
31,33,4,6,8,41
31,26,47,19,44,41
31,26,47,23,10,41
31,33,4,19,0,41
31,26,47,19,46,41
31,26,47,23,49,41
31,33,4,24,39,41
31,33,4,19,2,41
31,42,28,8,2,41
31,33,4,29,15,41
31,33,4,24,44,41
31,33,4,19,7,41
31,42,28,8,7,41
31,33,4,45,49,41
31,33,4,29,2,41
31,33,4,24,46,41
31,33,4,19,11,41
31,42,28,8,44,41
31,33,4,34,10,41
31,33,4,45,1,41
31,33,4,29,44,41
31,33,4,19,39,41
31,42,28,8,46,41
31,33,4,42,1,41
31,33,4,34,44,41
31,33,4,45,7,41
31,33,4,19,44,41
31,42,28,8,49,41
31,33,4,42,46,41
31,33,4,34,46,41
31,33,4,45,8,41
31,33,4,19,46,41
31,42,28,7,0,41
31,33,4,45,46,41
31,42,18,15,10,41
31,42,28,7,8,41
31,8,46,49,7,41
31,8,28,26,49,41
31,42,28,7,46,41
31,8,46,49,26,41
31,12,48,0,11,41
31,42,28,7,49,41
31,48,47,46,8,41
31,44,46,5,39,41
31,33,5,46,8,41
31,33,6,8,7,41
31,34,47,7,0,41
31,12,19,4,49,41
31,47,48,19,46,41
31,33,6,4,1,41
31,33,6,12,49,41
31,15,22,11,0,41
31,47,9,26,49,41
31,12,22,11,0,41
31,33,43,44,46,41
31,33,40,39,46,41
31,34,35,44,8,41
31,33,14,11,1,41
31,33,5,7,8,41
31,12,42,46,7,41
31,34,36,0,7,41
31,33,4,44,46,41
31,33,5,0,11,41
31,42,28,9,49,41
31,42,35,10,15,41
31,47,48,0,11,41
31,47,9,11,0,41
31,8,17,0,7,41
31,48,14,11,0,41
31,42,43,44,8,41
31,47,44,8,7,41
31,12,25,49,8,41
31,12,22,7,0,41
31,12,19,39,46,41
31,33,46,7,8,41
31,42,45,49,7,41
31,34,13,1,11,41
31,48,19,2,10,41
31,26,47,7,0,41
31,48,6,4,1,41
31,12,48,1,11,41
31,34,47,44,8,41
31,42,35,19,0,41
31,48,6,12,49,41
31,34,4,49,8,41
31,47,39,46,7,41
31,26,47,39,46,41
31,42,46,7,0,41
31,42,18,30,46,41
31,33,4,1,39,41
31,48,14,0,11,41
31,26,20,8,2,41
31,48,47,8,7,41
31,48,19,0,11,41
31,47,8,46,7,41
31,42,13,1,11,41
31,42,28,1,11,41
31,42,35,7,0,41
31,42,45,46,7,41
31,42,18,10,2,41
31,8,44,3,7,41
31,8,44,4,49,41
31,42,13,3,49,41
31,33,43,3,7,41
31,33,43,13,1,41
31,42,43,39,1,41
31,12,42,1,11,41
31,42,4,2,10,41
31,33,5,9,1,41
31,42,45,3,49,41
31,33,5,16,0,41
31,48,12,25,7,41
31,42,45,8,2,41
31,42,43,26,49,41
31,42,43,3,49,41
31,48,12,42,46,41
31,44,46,10,15,41
31,12,22,6,15,41
31,26,9,1,39,41
31,42,35,2,8,41
31,34,47,0,7,41
31,33,29,2,10,41
31,12,19,44,46,41
31,12,48,47,46,41
31,33,40,3,7,41
31,33,40,9,49,41
31,42,28,44,8,41
31,42,45,7,0,41
31,42,43,7,0,41
31,42,35,44,8,41
31,33,29,3,7,41
31,33,29,4,49,41
31,34,36,44,8,41
31,33,17,0,11,41
31,48,19,44,46,41
31,34,24,46,7,41
31,34,20,26,49,41
31,26,47,44,46,41
31,33,4,2,10,41
31,34,46,8,2,41
31,33,17,3,7,41
31,33,17,6,15,41
31,12,16,5,0,41
31,34,4,15,10,41
31,34,17,26,49,41
31,47,46,7,8,41
31,34,20,49,8,41
31,34,44,8,2,41
31,34,24,44,46,41
31,48,47,7,8,41
31,12,30,46,7,41
31,42,1,39,46,41
31,33,17,8,7,41
31,33,4,10,15,41
31,12,42,4,49,41
31,33,14,18,10,41
31,48,47,0,7,41
31,48,6,15,10,41
31,8,32,46,7,41
31,12,19,11,0,41
31,8,17,26,49,41
31,26,9,49,8,41
31,48,6,8,7,41
31,34,32,49,7,41
31,47,8,7,46,41
31,8,28,7,0,41
31,34,35,2,8,41
31,33,5,44,46,41
31,33,43,7,8,41
31,8,44,46,7,41
31,48,19,39,1,41
31,48,19,7,0,41
31,12,30,45,49,41
31,48,12,49,8,41
31,8,46,5,44,41
31,47,44,46,7,41
31,42,4,1,11,41
31,33,5,39,46,41
31,33,43,39,46,41
31,8,2,10,15,41
31,48,14,18,10,41
31,48,47,11,0,41
31,44,46,8,2,41
31,34,47,11,0,41
31,18,10,2,8,41
31,47,38,1,39,41
31,47,34,46,8,41
31,34,10,4,49,41
31,47,34,10,15,41
31,47,43,39,46,41
31,47,46,8,2,41
31,15,22,30,46,41
31,47,38,7,8,41
31,47,27,46,8,41
31,47,9,5,0,41
31,34,47,39,1,41
31,34,17,0,7,41
31,34,47,26,49,41
31,33,29,44,46,41
31,47,43,3,7,41
31,42,5,46,7,41
31,47,43,13,1,41
31,26,20,49,7,41
31,18,17,3,49,41
31,42,4,49,8,41
31,47,8,28,1,41
31,44,8,2,10,41
31,47,8,17,26,41
31,47,27,9,1,41
31,18,24,44,8,41
31,8,47,15,10,41
31,44,28,39,1,41
31,44,47,26,49,41
31,44,36,1,11,41
31,44,35,10,2,41
31,44,47,39,1,41
31,44,36,15,10,41
31,47,27,13,1,41
31,18,17,15,10,41
31,47,8,49,26,41
31,47,34,4,1,41
31,18,17,0,7,41
31,18,24,4,49,41
31,47,34,9,49,41
31,47,38,5,7,41
31,15,22,8,2,41
31,47,38,12,49,41
31,15,17,0,7,41
31,15,18,10,2,41
31,12,36,26,49,41
31,34,36,13,1,41
31,34,47,8,7,41
31,15,17,3,49,41
31,48,14,2,10,41
31,33,14,0,11,41
31,12,16,2,8,41
31,12,38,46,7,41
31,47,38,49,8,41
31,15,47,9,49,41
31,48,19,4,1,41
31,48,19,5,0,41
31,15,16,0,7,41
31,15,17,8,2,41
31,15,47,26,49,41
31,15,16,5,46,41
31,34,46,7,8,41
31,48,19,11,1,41
31,12,38,5,0,41
31,48,47,9,1,41
31,48,47,43,44,41
31,33,46,8,2,41
31,15,18,42,46,41
31,33,14,2,10,41
31,47,43,7,8,41
31,12,36,16,0,41
31,47,27,7,8,41
31,15,25,39,1,41
31,15,47,11,0,41
31,47,0,7,8,41
31,47,14,18,10,41
31,34,4,2,10,41
31,15,32,5,46,41
31,34,36,1,39,41
31,47,14,11,1,41
31,12,36,15,10,41
31,12,6,15,10,41
31,47,43,44,46,41
31,47,34,44,46,41
31,47,7,8,2,41
31,47,23,49,8,41
31,47,14,0,11,41
31,15,32,10,2,41
31,15,25,7,0,41
31,15,6,8,2,41
31,15,32,8,2,41
31,34,9,49,7,41
31,47,19,0,11,41
31,47,21,18,15,41
31,15,16,7,0,41
31,47,21,23,0,41
31,42,1,11,2,41
31,15,25,49,7,41
31,12,16,0,7,41
31,48,47,39,46,41
31,34,24,39,46,41
31,15,25,29,44,41
31,8,28,1,39,41
31,47,21,7,8,41
31,15,29,2,8,41
31,12,48,8,2,41
31,12,16,7,0,41
31,47,19,2,10,41
31,44,8,17,0,41
31,34,4,1,11,41
31,44,8,30,46,41
31,44,8,7,46,41
31,47,9,49,7,41
31,34,35,7,0,41
31,47,23,2,10,41
31,34,24,4,1,41
31,12,6,4,49,41
31,34,24,9,49,41
31,47,21,49,8,41
31,12,19,0,7,41
31,12,22,8,2,41
31,47,11,2,8,41
31,47,26,49,7,41
31,47,19,7,8,41
31,47,23,7,8,41
31,15,6,4,49,41
31,47,19,11,1,41
31,47,23,5,7,41
31,33,10,2,8,41
31,8,49,7,0,41
31,47,23,6,15,41
31,47,19,4,1,41
31,15,36,12,49,41
31,47,19,5,0,41
31,34,20,8,7,41
31,12,19,2,8,41
31,12,36,1,11,41
31,12,14,33,46,41
31,8,28,2,11,41
31,44,8,46,10,41
31,15,29,3,49,41
31,47,19,39,46,41
31,47,23,10,15,41
31,47,11,1,39,41
31,8,46,7,0,41
31,33,3,13,39,41
31,33,3,17,0,41
31,47,26,9,49,41
31,42,5,7,8,41
31,33,3,39,46,41
31,15,22,10,2,41
31,15,22,7,0,41
31,15,16,2,8,41
31,44,47,15,10,41
31,44,36,0,7,41
31,44,35,7,0,41
31,44,35,11,1,41
31,44,3,49,8,41
31,42,5,39,46,41
31,15,29,44,8,41
31,15,5,9,49,41
31,47,19,44,46,41
31,15,32,7,0,41
31,47,23,8,7,41
31,47,14,2,10,41
31,15,47,39,1,41
31,15,4,44,8,41
31,15,4,10,2,41
31,47,23,0,11,41
31,47,38,46,8,41
31,47,23,8,44,41
31,47,14,2,11,41
31,15,47,39,46,41
31,15,4,44,46,41
31,15,4,10,46,41
31,15,5,42,46,41
31,47,38,46,10,41
31,47,23,8,46,41
31,15,5,9,1,41
31,15,32,7,8,41
31,12,36,0,7,41
31,44,36,12,49,41
31,15,5,9,11,41
31,15,32,7,46,41
31,12,36,0,11,41
31,44,36,16,0,41
31,15,5,9,26,41
31,15,32,7,49,41
31,15,5,38,49,41
31,44,36,13,1,41
31,44,36,16,2,41
31,15,5,9,39,41
31,15,5,33,46,41
31,15,5,38,1,41
31,44,36,19,0,41
31,44,36,13,39,41
31,44,36,16,7,41
31,15,5,32,49,41
31,15,5,33,1,41
31,15,5,38,7,41
31,44,36,20,49,41
31,44,36,19,2,41
31,44,36,16,15,41
31,15,5,16,7,41
31,15,5,32,7,41
31,15,5,33,7,41
31,15,5,38,46,41
31,44,36,24,46,41
31,44,36,20,8,41
31,15,5,19,7,41
31,15,5,16,0,41
31,15,5,32,8,41
31,15,5,33,8,41
31,44,36,27,7,41
31,44,36,24,39,41
31,44,36,20,26,41
31,15,5,20,26,41
31,15,5,19,0,41
31,15,5,16,2,41
31,15,5,32,10,41
31,15,5,33,10,41
31,44,36,34,46,41
31,44,36,27,46,41
31,15,5,23,0,41
31,15,5,20,8,41
31,15,5,19,2,41
31,15,5,32,39,41
31,15,5,33,39,41
31,44,36,40,26,41
31,44,36,34,10,41
