32,46,33
32,5,33
32,7,33
32,8,33
32,10,33
32,39,33
32,43,33
32,8,6,33
32,10,4,33
32,9,1,33
32,43,3,33
32,39,1,33
32,43,7,33
32,39,3,33
32,43,29,33
32,39,5,33
32,7,3,33
32,46,5,33
32,9,5,33
32,13,1,33
32,5,7,33
32,9,17,33
32,15,10,33
32,9,39,33
32,34,46,33
32,15,4,33
32,9,40,33
32,35,7,33
32,34,4,33
32,15,5,33
32,13,3,33
32,5,39,33
32,10,46,33
32,46,7,33
32,7,5,33
32,13,17,33
32,5,46,33
32,7,8,33
32,13,39,33
32,46,8,33
32,7,43,33
32,13,40,33
32,46,10,33
32,7,46,33
32,46,39,33
32,13,43,33
32,8,7,33
32,39,40,33
32,8,17,33
32,39,43,33
32,8,31,33
32,39,46,33
32,8,46,33
32,15,6,33
32,34,10,33
32,15,17,33
32,34,17,33
32,15,29,33
32,34,31,33
32,15,31,33
32,43,39,33
32,35,10,33
32,37,1,33
32,35,29,33
32,38,1,33
32,37,6,33
32,35,40,33
32,45,1,33
32,38,5,33
32,37,14,33
32,49,46,33
32,45,3,33
32,38,7,33
32,37,39,33
32,45,4,33
32,38,40,33
32,37,43,33
32,45,6,33
32,38,43,33
32,49,3,33
32,45,7,33
32,38,46,33
32,49,4,33
32,45,8,33
32,49,7,33
32,45,46,33
32,49,8,33
32,8,7,3,33
32,39,43,3,33
32,15,17,3,33
32,34,17,3,33
32,15,29,3,33
32,45,46,5,33
32,49,8,6,33
32,15,4,1,33
32,15,6,4,33
32,34,10,4,33
32,8,17,3,33
32,39,40,3,33
32,34,46,5,33
32,8,49,46,33
32,39,3,7,33
32,39,9,1,33
32,43,7,3,33
32,46,10,4,33
32,39,13,1,33
32,39,9,5,33
32,43,7,5,33
32,39,19,46,33
32,39,13,3,33
32,39,9,17,33
32,43,7,8,33
32,39,22,7,33
32,39,19,4,33
32,39,13,17,33
32,39,9,40,33
32,43,7,46,33
32,39,24,46,33
32,39,22,6,33
32,39,19,5,33
32,35,7,3,33
32,9,40,3,33
32,9,11,1,33
32,39,3,17,33
32,8,49,3,33
32,9,39,1,33
32,8,48,31,33
32,34,46,7,33
