2,8,46
2,10,46
2,19,46
2,41,46
2,8,7,46
2,19,5,46
2,41,7,46
2,19,7,46
2,41,8,46
2,10,32,46
2,8,30,46
2,4,49,46
2,10,33,46
2,11,41,46
2,4,10,46
2,10,34,46
2,14,33,46
2,8,32,46
2,41,10,46
2,14,47,46
2,8,33,46
2,41,39,46
2,8,41,46
2,41,44,46
2,8,44,46
2,41,49,46
2,8,45,46
2,10,41,46
2,8,47,46
2,16,5,46
2,19,30,46
2,4,19,46
2,11,19,46
2,8,49,46
2,16,7,46
2,4,24,46
2,11,47,46
2,19,38,46
2,4,33,46
2,16,27,46
2,19,39,46
2,4,34,46
2,16,30,46
2,19,44,46
2,4,42,46
2,19,47,46
2,4,44,46
2,16,34,46
2,4,45,46
2,16,38,46
2,23,5,46
2,16,45,46
2,28,7,46
2,23,7,46
2,29,33,46
2,28,8,46
2,23,8,46
2,35,7,46
2,29,44,46
2,28,38,46
2,23,10,46
2,35,10,46
2,28,39,46
2,23,27,46
2,35,19,46
2,28,42,46
2,23,30,46
2,35,32,46
2,28,44,46
2,23,38,46
2,35,34,46
2,23,45,46
2,35,42,46
2,23,47,46
2,35,44,46
2,23,49,46
2,35,45,46
2,23,5,7,46
2,23,7,5,46
2,28,8,7,46
2,23,8,7,46
2,35,7,5,46
2,23,49,7,46
2,35,45,7,46
2,29,33,5,46
2,28,7,5,46
2,16,45,7,46
2,8,45,7,46
2,16,34,10,46
2,16,38,5,46
2,4,44,5,46
2,41,0,5,46
2,8,41,7,46
2,16,0,5,46
2,10,33,5,46
2,4,42,5,46
2,19,44,5,46
2,10,4,49,46
2,8,44,5,46
2,11,41,7,46
2,4,10,32,46
2,4,1,33,46
2,10,4,19,46
2,8,44,19,46
2,4,6,8,46
2,4,1,38,46
2,10,4,24,46
2,8,44,24,46
2,4,15,47,46
2,4,6,33,46
2,4,1,39,46
2,8,44,34,46
2,4,29,33,46
2,4,15,5,46
2,4,6,45,46
2,4,1,41,46
2,8,44,41,46
2,4,29,44,46
2,4,15,10,46
2,10,4,33,46
2,11,41,8,46
2,4,10,33,46
2,19,44,8,46
2,10,15,47,46
2,4,49,7,46
2,4,42,45,46
2,10,33,7,46
2,41,44,5,46
2,41,39,5,46
2,8,7,5,46
2,16,0,7,46
2,16,12,49,46
2,19,0,5,46
2,8,41,10,46
2,41,0,7,46
2,8,33,5,46
2,41,7,5,46
2,41,1,33,46
2,4,44,8,46
2,19,5,7,46
2,16,38,7,46
2,16,34,24,46
2,4,45,7,46
2,23,45,7,46
2,35,42,5,46
2,23,47,7,46
2,35,44,5,46
2,8,45,27,46
2,16,45,8,46
2,4,34,10,46
2,28,7,8,46
2,29,33,7,46
2,4,33,5,46
2,19,38,5,46
2,35,45,8,46
2,23,49,8,46
2,41,10,32,46
2,35,7,8,46
2,23,8,30,46
2,35,34,10,46
2,8,32,5,46
2,14,33,5,46
2,23,8,32,46
2,35,34,24,46
2,8,32,7,46
2,14,33,7,46
2,23,8,33,46
2,35,34,32,46
2,8,32,10,46
2,14,33,8,46
2,23,8,41,46
2,35,34,44,46
2,8,32,34,46
2,14,33,10,46
2,23,8,44,46
2,35,34,47,46
2,23,8,45,46
2,8,32,38,46
2,23,8,47,46
2,8,32,39,46
2,23,8,49,46
2,8,32,45,46
2,14,33,39,46
2,8,32,49,46
2,28,8,30,46
2,41,10,33,46
2,28,8,32,46
2,41,10,34,46
2,28,8,33,46
2,35,7,19,46
2,28,8,41,46
2,35,7,27,46
2,28,8,44,46
2,35,7,32,46
2,28,8,45,46
2,35,7,33,46
2,28,8,47,46
2,35,7,38,46
2,28,8,49,46
2,35,7,41,46
2,23,7,8,46
2,35,7,45,46
2,23,7,19,46
2,35,7,47,46
