index,value
0,41.9591
1,55.5476
2,91.8793
3,33.6095
4,80.1879
5,68.4038
6,102.261
7,55.178
8,201.632
9,80.1063
10,132.282
11,16.7861
12,164.823
13,101.259
14,271.127
15,72.3776
16,89.2403
17,5.76919
18,10.0017
19,36.2626
20,38.9563
21,27.3706
22,204.957
23,68.1321
24,220.211
25,0
26,175.122
27,218.629
28,163.583
29,15.4662
30,199.871
31,100.483
32,259.414
33,200.755
34,153.309
35,291.348
36,155.105
37,169.052
38,1.86334
39,144.752
40,39.9996
41,68.9746
42,226.341
43,225.184
44,45.2501
45,30.7064
46,83.5508
47,216.814
48,63.9772
49,108.935
50,170.565
51,131.437
52,47.0391
53,49.8466
54,130.069
55,12.6886
56,29.424
57,14.9723
