index,value
0,328.37
1,348.256
2,271.586
3,263.767
4,326.011
5,374.8
6,377.48
7,340.933
8,92.0108
9,29.0181
10,34.1691
11,61.3768
12,19.0237
13,2.09212
14,151.689
15,68.4569
16,55.7265
17,166.506
18,85.1155
19,189.685
20,128.453
21,93.0978
22,100.639
23,158.866
24,98.3689
25,140.281
26,85.6464
27,86.7914
28,11.3008
29,58.5777
30,8.95893
31,94.0589
32,48.5916
33,105.377
34,112.303
35,180.273
36,58.3789
37,191.668
38,45.6914
39,39.8206
40,176.529
41,5.47972
42,41.4666
43,2.38586
44,59.6336
45,54.5622
46,160.034
47,82.6426
48,111.377
49,7.91614
50,110.475
51,176.397
52,65.6965
53,113.056
54,100.838
55,59.4812
56,1.4749
57,130.52
