index,value
0,54.9372
1,88.6543
2,61.5931
3,30.6194
4,35.5856
5,74.2826
6,40.3798
7,92.8352
8,215.534
9,0.22735
10,357.023
11,170.036
12,145.982
13,31.1545
14,0
15,165.625
16,230.474
17,159.535
18,23.1288
19,248.715
20,181.773
21,95.3025
22,109.803
23,36.6242
24,200.143
25,129.222
26,10.0288
27,202.424
28,144.396
29,37.6661
30,8.15532
31,42.4593
32,165.452
33,249.675
34,213.393
35,22.9616
36,196.134
37,12.4196
38,0
39,0.959486
40,54.3719
41,48.0604
42,1.7257
43,153.667
44,16.3106
45,146.301
46,71.8902
47,95.1125
48,8.15538
49,128.606
50,189.671
51,13.2707
52,0
53,35.423
54,9.9692
55,227.406
56,67.5699
57,89.1527
