index,value
0,474.689
1,498.735
2,381.491
3,336.25
4,334.731
5,274.509
6,303.698
7,406.875
8,61.1908
9,160.825
10,22.2912
11,193.39
12,83.7671
13,73.8973
14,0
15,156.493
16,95.9361
17,63.0344
18,88.2614
19,79.6925
20,41.8704
21,1.65529
22,51.9193
23,4.57474
24,0.339665
25,28.7235
26,59.8959
27,28.8206
28,103.669
29,164.854
30,0
31,67.6893
32,15.2625
33,44.1394
34,5.00556
35,0.65404
36,61.0307
37,169.458
38,100.793
39,32.313
40,66.6377
41,72.0609
42,28.1277
43,73.7045
44,48.1665
45,17.8867
46,82.122
47,65.0658
48,17.0206
49,85.6436
50,48.6715
51,52.6449
52,123.075
53,57.4785
54,16.5651
55,74.1504
56,17.9544
57,77.069
