index,value
0,173.988
1,308.775
2,239.843
3,264.593
4,309.744
5,432.486
6,280.167
7,320.908
8,58.824
9,30.8363
10,0
11,166.576
12,187.953
13,142.947
14,66.4494
15,125.614
16,47.6992
17,44.9759
18,0
19,22.6546
20,40.0852
21,21.9896
22,55.6413
23,95.9124
24,4.35507
25,109.62
26,96.8675
27,87.0503
28,107.137
29,145.921
30,174.363
31,100.311
32,62.564
33,7.67618
34,59.6284
35,4.81203
36,176.501
37,113.091
38,37.5344
39,96.0131
40,206.254
41,142.722
42,104.684
43,3.63675
44,11.9478
45,15.4235
46,48.7746
47,75.7049
48,83.9659
49,119.545
50,101.75
51,7.42994
52,124.696
53,14.037
54,3.16326
55,56.3669
56,67.7911
57,54.1699
