203,370
203,63,17,406,250,370
203,305,13,3,250,370
203,111,1,3,250,370
203,63,87,8,3,250,370
203,111,1,0,3,250,370
203,63,17,0,3,250,370
203,230,60,290,3,250,370
203,111,1,7,347,250,370
203,63,17,6,3,250,370
203,111,1,8,3,250,370
203,63,17,6,211,250,370
203,111,1,9,3,250,370
203,111,1,287,3,250,370
203,111,1,392,3,250,370
203,230,60,33,7,347,250,370
203,63,46,49,11,3,250,370
203,417,46,63,17,406,250,370
203,230,60,33,121,211,250,370
203,63,275,69,1,3,250,370
203,63,46,33,121,211,250,370
203,266,215,28,498,3,250,370
203,417,421,256,7,347,250,370
203,417,46,33,121,211,250,370
203,111,1,7,0,3,250,370
203,63,17,34,0,3,250,370
203,305,13,123,47,3,250,370
203,63,87,8,1,3,250,370
203,305,13,3,6,211,250,370
203,63,46,28,498,3,250,370
203,63,87,8,133,3,250,370
203,63,46,292,9,3,250,370
203,63,46,28,11,3,250,370
203,111,1,3,6,211,250,370
203,63,46,28,98,3,250,370
203,111,1,0,4,3,250,370
203,63,46,28,59,3,250,370
203,111,1,0,6,3,250,370
203,63,17,6,0,3,250,370
203,111,1,0,7,347,250,370
203,111,1,0,6,211,250,370
203,111,1,0,17,406,250,370
203,63,46,33,7,347,250,370
203,111,1,0,239,211,250,370
203,400,41,28,498,3,250,370
203,111,1,8,133,3,250,370
203,266,215,28,11,3,250,370
203,417,46,49,11,3,250,370
203,400,41,23,0,3,250,370
203,400,41,28,11,3,250,370
203,266,215,28,98,3,250,370
203,417,46,28,498,3,250,370
203,400,41,23,13,3,250,370
203,400,41,28,98,3,250,370
203,266,215,28,59,3,250,370
203,230,273,127,1,3,250,370
203,111,90,28,498,3,250,370
203,417,46,33,7,347,250,370
203,417,46,292,9,3,250,370
203,417,46,28,11,3,250,370
203,111,1,287,444,406,250,370
203,417,46,28,98,3,250,370
203,400,41,28,59,3,250,370
203,417,46,28,59,3,250,370
203,63,17,0,1,3,250,370
203,111,1,22,7,347,250,370
203,63,17,0,4,3,250,370
203,111,1,35,237,211,250,370
203,111,1,22,327,3,250,370
203,63,17,0,6,3,250,370
203,111,1,317,8,3,250,370
203,63,17,0,7,347,250,370
