10,2,379,45,193
10,8,3,11,45,193
10,2,12,189,45,193
10,8,1,69,117,193
10,16,31,80,117,193
10,8,1,164,45,193
10,120,35,166,45,193
10,16,30,132,45,193
10,334,335,343,45,193
10,16,354,85,45,193
10,16,30,146,45,193
10,356,28,11,45,193
10,334,12,189,45,193
10,334,12,90,28,244,85,45,193
10,2,0,1,161,5,19,45,193
10,8,100,1,5,13,168,45,193
10,334,12,90,28,440,11,45,193
10,8,100,1,5,19,11,45,193
10,8,100,1,5,161,355,45,193
10,334,12,90,111,1,69,117,193
10,8,100,1,5,19,69,117,193
10,8,100,1,5,268,179,45,193
10,334,12,90,111,1,164,45,193
10,8,100,1,78,20,19,45,193
10,8,83,220,1,69,19,45,193
10,334,12,73,24,19,11,45,193
10,8,100,1,78,20,470,45,193
10,8,3,392,1,69,19,45,193
10,334,12,73,24,19,69,117,193
10,8,3,11,28,145,187,117,193
10,2,0,5,12,139,11,45,193
10,334,12,90,28,11,19,45,193
10,8,3,11,241,12,189,45,193
10,8,3,11,28,46,80,117,193
10,2,0,5,12,208,166,45,193
10,8,3,11,49,46,80,117,193
10,8,3,11,28,244,85,45,193
10,2,0,5,12,241,11,45,193
10,8,3,11,139,359,69,117,193
10,2,12,5,13,3,11,45,193
10,2,0,5,13,3,11,45,193
10,8,3,11,259,37,360,45,193
10,8,3,11,139,12,189,45,193
10,2,12,5,13,31,80,117,193
10,2,0,5,13,31,80,117,193
10,8,3,11,475,1,69,117,193
10,2,14,3,0,17,179,45,193
10,8,93,1,161,5,11,45,193
10,8,3,11,32,145,187,117,193
10,8,3,11,475,1,164,45,193
10,2,14,3,6,37,360,45,193
10,2,14,3,0,1,69,117,193
10,2,14,3,0,17,319,45,193
10,8,93,1,161,5,19,45,193
10,8,3,11,32,376,402,45,193
10,2,14,3,75,31,80,117,193
10,2,14,3,6,17,319,45,193
10,2,14,3,0,99,80,117,193
10,2,14,3,0,1,164,45,193
10,2,14,3,281,38,53,45,193
10,2,14,3,6,42,151,45,193
10,2,14,3,6,17,179,45,193
10,2,14,3,0,5,11,45,193
10,2,14,3,9,38,53,45,193
10,8,3,9,32,145,187,117,193
10,2,14,3,0,24,19,45,193
10,2,14,3,0,5,19,45,193
10,2,14,3,498,28,11,45,193
10,2,14,3,9,1,69,117,193
10,8,3,9,32,376,402,45,193
10,2,14,3,0,24,212,45,193
10,2,14,3,287,324,11,45,193
10,2,14,3,9,32,11,45,193
10,2,14,3,9,1,164,45,193
10,2,14,3,0,24,251,45,193
10,2,14,3,4,42,151,45,193
10,2,14,3,287,1,69,117,193
10,2,14,3,9,282,132,45,193
10,2,14,3,59,28,11,45,193
10,2,14,3,4,257,11,45,193
10,2,14,3,287,1,164,45,193
10,2,14,3,8,1,69,117,193
10,8,3,9,1,97,80,117,193
10,2,12,5,1,3,11,45,193
10,2,14,3,392,1,69,117,193
10,2,14,3,8,1,164,45,193
10,8,3,9,1,5,11,45,193
10,2,12,5,1,35,166,45,193
10,2,14,3,98,28,11,45,193
10,2,14,3,392,1,164,45,193
10,8,3,9,1,35,166,45,193
10,8,3,9,1,5,19,45,193
10,2,12,5,1,169,109,45,193
10,8,3,9,1,78,92,45,193
10,8,100,1,161,5,11,45,193
10,2,12,5,1,78,92,45,193
10,8,3,9,1,161,355,45,193
10,8,100,1,161,5,19,45,193
10,2,12,5,1,97,80,117,193
10,8,3,9,1,169,109,45,193
10,120,35,166,45,19,69,117,193
10,2,12,5,1,161,355,45,193
10,8,3,9,1,472,402,45,193
10,2,0,5,161,1,69,117,193
10,2,12,5,1,472,402,45,193
10,8,3,9,1,475,11,45,193
10,2,0,5,161,1,164,45,193
10,2,12,5,1,475,11,45,193
10,334,12,73,134,1,164,45,193
10,2,0,5,15,390,19,45,193
10,2,14,371,5,19,11,45,193
10,334,12,73,279,40,11,45,193
10,334,12,73,134,1,69,117,193
10,2,0,5,81,42,151,45,193
10,2,0,5,15,1,69,117,193
10,2,14,371,5,19,69,117,193
10,2,0,5,127,1,69,117,193
10,2,0,5,15,28,11,45,193
10,2,0,5,15,1,164,45,193
10,2,0,5,157,1,69,117,193
10,2,0,5,127,1,164,45,193
10,16,397,391,8,3,11,45,193
10,2,0,5,86,46,80,117,193
10,2,0,5,157,1,164,45,193
10,16,246,206,23,13,168,45,193
10,16,397,391,340,35,166,45,193
10,16,397,391,8,1,69,117,193
10,2,0,5,48,96,109,45,193
10,16,246,206,202,20,470,45,193
10,16,246,206,23,40,11,45,193
10,16,397,391,8,1,164,45,193
10,2,0,5,51,294,19,45,193
10,16,246,206,448,198,53,45,193
10,16,246,206,202,20,19,45,193
10,16,246,206,23,232,69,117,193
10,2,0,5,188,1,164,45,193
10,2,0,5,51,172,132,45,193
10,8,26,21,20,30,132,45,193
10,2,0,5,286,30,132,45,193
10,2,0,5,188,1,69,117,193
10,8,26,21,20,72,192,45,193
10,8,26,21,20,30,146,45,193
10,2,0,5,433,46,80,117,193
10,2,0,5,286,30,146,45,193
10,8,26,21,20,78,92,45,193
10,8,26,344,157,1,69,117,193
10,2,14,3,13,5,11,45,193
10,8,26,21,20,284,19,45,193
10,8,26,225,6,3,11,45,193
10,8,26,344,157,5,11,45,193
10,8,26,344,157,1,164,45,193
10,2,14,3,13,31,80,117,193
10,2,14,3,13,5,19,45,193
10,8,26,182,216,38,53,45,193
10,8,26,225,6,17,179,45,193
10,8,26,344,157,5,19,45,193
10,8,26,55,79,37,360,45,193
10,8,26,225,6,37,360,45,193
10,8,26,225,6,17,319,45,193
10,8,26,125,47,3,11,45,193
10,8,26,55,47,3,11,45,193
10,8,26,225,6,42,151,45,193
10,8,26,125,142,30,132,45,193
10,2,0,5,1,3,11,45,193
10,8,100,1,0,2,379,45,193
10,8,26,125,142,30,146,45,193
10,2,0,5,1,475,11,45,193
10,8,100,1,7,20,470,45,193
10,8,100,1,0,99,80,117,193
10,2,0,5,1,35,166,45,193
10,8,100,1,57,31,80,117,193
10,8,100,1,7,37,360,45,193
10,8,100,1,7,20,19,45,193
10,8,100,1,0,3,11,45,193
10,16,30,20,284,19,11,45,193
10,2,0,1,382,32,11,45,193
10,2,0,5,1,78,92,45,193
10,8,100,1,15,390,19,45,193
10,8,100,1,57,462,402,45,193
10,8,100,1,7,114,69,117,193
10,8,100,1,0,5,11,45,193
10,16,30,20,284,19,69,117,193
10,2,0,1,471,399,85,45,193
10,2,0,5,1,97,80,117,193
10,8,100,1,108,97,80,117,193
10,8,100,1,15,5,11,45,193
10,8,100,1,7,238,109,45,193
10,8,100,1,0,17,179,45,193
10,8,100,1,0,5,19,45,193
10,2,0,1,7,20,470,45,193
10,2,0,5,1,161,355,45,193
10,8,100,1,9,38,53,45,193
10,8,100,1,15,28,11,45,193
10,8,100,1,15,5,19,45,193
10,8,100,1,0,24,19,45,193
10,8,100,1,0,17,319,45,193
10,2,0,1,57,462,402,45,193
10,2,0,1,7,37,360,45,193
10,2,0,1,7,20,19,45,193
10,2,0,5,1,169,109,45,193
10,8,100,1,127,5,19,45,193
10,8,100,1,9,3,11,45,193
10,8,100,1,0,24,212,45,193
10,2,0,1,108,97,80,117,193
10,2,0,1,57,31,80,117,193
10,2,0,1,7,114,69,117,193
10,2,0,5,1,472,402,45,193
10,8,100,1,21,20,470,45,193
10,8,100,1,127,5,11,45,193
10,8,100,1,9,32,11,45,193
10,8,100,1,0,24,251,45,193
10,2,0,1,293,167,92,45,193
10,2,0,1,7,238,109,45,193
10,8,100,1,487,37,360,45,193
10,8,100,1,21,52,85,45,193
10,8,100,1,21,20,19,45,193
10,8,100,1,9,282,132,45,193
10,2,0,1,100,426,132,45,193
10,8,100,1,471,399,85,45,193
10,8,100,1,21,118,11,45,193
10,8,100,1,475,11,19,45,193
10,8,1,5,19,20,470,45,193
10,2,0,1,475,11,19,45,193
10,2,0,1,116,198,53,45,193
10,8,100,1,469,241,11,45,193
10,8,100,1,21,219,109,45,193
10,8,26,21,1,69,19,45,193
10,8,1,5,19,25,396,45,193
10,8,3,498,28,46,80,117,193
10,2,0,1,127,5,19,45,193
10,8,100,1,157,5,11,45,193
10,334,12,5,161,1,69,117,193
10,8,93,1,5,12,189,45,193
10,8,1,5,19,24,212,45,193
10,8,3,498,28,145,187,117,193
10,2,0,1,15,5,19,45,193
10,2,0,1,127,5,11,45,193
10,8,100,1,188,5,11,45,193
10,8,100,1,157,5,19,45,193
10,334,12,5,161,1,164,45,193
10,8,93,1,5,13,168,45,193
10,8,1,5,19,24,251,45,193
10,8,3,498,28,244,85,45,193
10,2,0,1,487,37,360,45,193
10,2,0,1,15,28,11,45,193
10,2,0,1,15,5,11,45,193
10,8,100,1,227,161,355,45,193
10,8,100,1,188,5,19,45,193
10,16,31,74,363,5,11,45,193
10,334,12,115,20,19,11,45,193
10,8,93,1,5,161,355,45,193
10,8,3,498,28,440,11,45,193
10,2,0,1,9,38,53,45,193
10,2,0,1,15,390,19,45,193
10,8,93,1,5,19,11,45,193
10,8,100,1,287,3,11,45,193
10,16,31,74,20,19,11,45,193
10,16,31,74,363,5,19,45,193
10,8,3,9,493,495,212,45,193
10,334,12,115,20,19,69,117,193
10,8,93,1,5,268,179,45,193
10,2,0,1,21,20,470,45,193
10,8,26,21,52,46,80,117,193
10,334,496,362,5,1,69,117,193
10,2,14,3,11,5,19,45,193
10,334,12,5,0,1,69,117,193
10,2,0,1,9,3,11,45,193
10,16,31,57,1,69,19,45,193
10,8,93,1,5,19,69,117,193
10,8,93,1,0,2,379,45,193
10,16,31,75,3,1,69,117,193
10,8,100,1,293,167,92,45,193
10,8,100,1,287,324,11,45,193
10,8,93,1,475,11,19,45,193
10,16,31,75,3,11,19,45,193
10,16,31,74,20,19,69,117,193
10,16,31,74,20,30,132,45,193
10,8,26,320,13,3,11,45,193
10,2,14,3,11,19,69,117,193
10,16,31,57,1,3,11,45,193
10,8,3,9,88,38,53,45,193
10,8,317,1,5,11,19,45,193
10,2,0,1,469,241,11,45,193
10,16,15,1,5,12,189,45,193
10,16,15,349,52,46,80,117,193
10,2,0,1,21,52,85,45,193
10,2,0,1,21,20,19,45,193
10,16,31,72,185,12,189,45,193
10,8,83,5,12,2,379,45,193
10,16,31,128,30,20,470,45,193
10,334,496,362,5,12,189,45,193
10,16,31,72,20,30,132,45,193
10,334,496,362,5,1,164,45,193
10,8,484,200,37,259,11,45,193
10,356,28,15,5,11,19,45,193
10,91,22,1,5,19,11,45,193
10,2,14,3,11,311,168,45,193
10,334,12,5,15,390,19,45,193
10,334,12,5,0,2,379,45,193
10,334,12,5,0,1,164,45,193
10,2,0,1,9,32,11,45,193
10,8,93,1,7,20,470,45,193
10,8,93,1,0,99,80,117,193
10,16,31,75,3,13,168,45,193
10,16,31,75,3,1,164,45,193
10,8,100,1,382,32,11,45,193
10,91,306,13,5,19,11,45,193
10,334,12,115,20,30,132,45,193
10,356,28,39,12,2,379,45,193
10,16,31,74,20,72,192,45,193
10,16,31,74,20,30,146,45,193
10,8,26,320,13,5,11,45,193
10,2,14,3,25,19,11,45,193
10,16,15,5,0,2,379,45,193
10,8,317,1,5,19,11,45,193
10,356,28,15,1,69,19,45,193
10,16,31,57,1,5,11,45,193
10,356,28,15,5,1,69,117,193
10,8,3,9,77,35,166,45,193
10,8,317,1,78,20,19,45,193
10,356,28,15,5,19,11,45,193
10,8,83,5,161,1,69,117,193
10,8,317,1,5,12,189,45,193
10,334,12,2,0,5,19,45,193
10,8,93,1,3,13,168,45,193
10,2,0,1,157,5,11,45,193
10,91,22,1,161,5,11,45,193
10,356,28,498,3,1,69,117,193
10,16,15,1,5,13,168,45,193
10,356,28,498,3,11,19,45,193
10,8,83,5,0,2,379,45,193
10,356,28,15,349,52,85,45,193
10,2,0,1,21,118,11,45,193
10,356,28,15,390,19,11,45,193
10,356,28,15,1,3,11,45,193
10,16,31,72,404,28,11,45,193
10,8,26,21,1,3,11,45,193
10,91,306,13,5,1,69,117,193
10,16,31,72,20,19,11,45,193
10,8,1,69,359,139,11,45,193
10,8,83,5,12,139,11,45,193
10,16,31,128,30,54,19,45,193
10,16,31,128,30,20,19,45,193
10,8,1,3,0,17,179,45,193
10,334,496,362,5,13,168,45,193
10,356,28,481,52,46,80,117,193
10,16,31,72,20,78,92,45,193
10,16,31,72,20,30,146,45,193
10,8,1,161,5,11,19,45,193
10,8,317,1,161,5,11,45,193
10,120,149,62,7,20,470,45,193
10,91,22,1,5,19,69,117,193
10,334,12,458,173,114,69,117,193
10,8,93,1,3,11,19,45,193
10,8,1,3,25,19,11,45,193
10,2,14,3,11,255,69,117,193
10,356,28,59,367,32,11,45,193
10,334,12,5,81,42,151,45,193
10,120,149,62,2,12,189,45,193
10,356,28,59,3,1,69,117,193
10,334,12,5,15,1,69,117,193
10,356,28,59,3,11,19,45,193
10,334,12,5,0,3,11,45,193
10,8,3,287,1,97,80,117,193
10,91,22,1,0,2,379,45,193
10,91,22,1,475,11,19,45,193
10,2,0,1,9,282,132,45,193
10,8,83,5,1,3,11,45,193
10,8,93,1,57,31,80,117,193
10,356,28,67,82,42,151,45,193
10,8,93,1,7,37,360,45,193
10,8,93,1,7,20,19,45,193
10,8,1,0,5,11,19,45,193
10,334,12,39,28,46,80,117,193
10,120,338,25,19,5,11,45,193
10,8,93,1,0,3,11,45,193
10,16,31,75,3,25,396,45,193
10,8,3,11,19,20,470,45,193
10,356,28,67,13,3,11,45,193
10,8,100,1,392,3,11,45,193
10,8,148,405,331,35,166,45,193
10,8,1,57,31,13,168,45,193
10,91,306,13,5,19,69,117,193
10,334,12,115,20,72,192,45,193
10,16,30,286,5,11,19,45,193
10,334,12,115,20,30,146,45,193
10,356,28,39,12,5,11,45,193
10,8,1,5,0,2,379,45,193
10,8,3,1,78,20,19,45,193
10,356,28,215,172,376,402,45,193
10,16,31,74,20,78,92,45,193
10,91,22,112,119,13,168,45,193
10,8,26,320,13,31,80,117,193
10,8,26,320,13,5,19,45,193
10,91,22,112,37,259,11,45,193
10,2,14,3,25,19,69,117,193
10,8,317,1,0,2,379,45,193
10,8,1,15,390,19,11,45,193
10,16,15,5,81,42,151,45,193
10,16,15,5,0,1,69,117,193
10,8,317,1,5,19,69,117,193
10,8,484,200,7,20,470,45,193
10,91,22,137,181,28,11,45,193
10,356,28,98,3,11,19,45,193
10,2,379,45,11,19,69,117,193
10,16,31,57,1,35,166,45,193
10,16,31,57,1,5,19,45,193
10,356,28,15,5,12,189,45,193
10,356,28,15,5,1,164,45,193
10,8,3,9,270,5,11,45,193
10,8,3,1,475,11,19,45,193
10,8,317,1,78,20,470,45,193
10,8,1,100,260,330,11,45,193
10,356,28,15,5,19,69,117,193
10,8,83,5,161,1,164,45,193
10,334,12,39,28,11,19,45,193
10,8,26,21,118,11,19,45,193
10,8,3,13,5,11,19,45,193
10,8,317,1,5,13,168,45,193
10,8,1,15,5,11,19,45,193
10,334,12,2,29,280,179,45,193
10,16,30,132,172,376,402,45,193
10,334,12,2,0,1,69,117,193
10,334,12,2,0,5,11,45,193
10,356,28,101,126,5,11,45,193
10,8,93,1,3,25,19,45,193
10,8,26,21,20,19,11,45,193
10,91,22,7,1,69,19,45,193
10,2,0,1,188,5,11,45,193
10,16,104,332,11,255,69,117,193
10,91,22,428,51,5,19,45,193
10,2,0,1,157,5,19,45,193
10,91,22,1,161,5,19,45,193
10,8,1,0,2,12,189,45,193
10,8,1,7,37,259,11,45,193
10,91,22,327,3,1,69,117,193
10,8,1,15,349,52,85,45,193
10,356,28,498,3,13,168,45,193
10,356,28,498,3,1,164,45,193
10,8,1,15,28,46,80,117,193
10,16,15,1,5,161,355,45,193
10,8,1,15,28,11,19,45,193
10,2,12,241,469,1,69,117,193
10,8,1,15,5,12,189,45,193
10,8,83,5,15,390,19,45,193
10,8,1,15,5,19,11,45,193
10,8,83,5,0,1,69,117,193
10,16,183,28,46,49,11,45,193
10,91,22,327,3,11,19,45,193
10,356,28,15,16,30,132,45,193
10,356,28,404,72,20,470,45,193
10,2,0,1,21,219,109,45,193
10,91,22,1,78,20,19,45,193
10,8,3,1,5,12,189,45,193
10,356,28,101,17,76,19,45,193
10,356,28,15,390,19,69,117,193
10,356,28,15,1,5,11,45,193
10,91,22,7,37,259,11,45,193
10,91,22,1,5,12,189,45,193
10,8,83,220,1,3,11,45,193
10,91,22,7,1,3,11,45,193
10,8,26,21,1,5,11,45,193
10,8,1,127,5,19,11,45,193
10,91,306,13,5,12,189,45,193
10,8,317,1,475,11,19,45,193
10,334,12,5,11,255,69,117,193
10,91,306,13,5,1,164,45,193
10,8,1,9,3,13,168,45,193
10,16,31,72,20,19,69,117,193
10,16,104,332,11,19,69,117,193
10,2,12,5,11,19,69,117,193
10,91,22,7,114,69,19,45,193
10,8,1,9,3,11,19,45,193
10,8,83,5,12,208,166,45,193
10,16,15,390,19,5,11,45,193
10,8,1,3,11,5,19,45,193
10,16,15,1,69,255,11,45,193
10,8,1,3,6,37,360,45,193
10,8,1,161,5,12,189,45,193
10,16,15,1,69,19,11,45,193
10,8,1,3,0,2,379,45,193
10,8,1,3,0,17,319,45,193
10,8,1,127,5,12,189,45,193
10,334,496,362,5,161,355,45,193
10,8,1,5,12,2,379,45,193
10,8,1,3,11,19,69,117,193
10,91,22,7,0,2,379,45,193
10,8,1,127,5,11,19,45,193
10,8,1,9,32,145,187,117,193
10,16,31,72,20,284,19,45,193
10,8,1,9,32,11,19,45,193
10,8,83,5,13,3,11,45,193
10,356,28,41,23,232,69,117,193
10,356,28,90,111,1,69,117,193
10,91,22,7,20,30,132,45,193
10,356,28,90,12,2,379,45,193
10,8,317,1,161,5,19,45,193
10,91,22,7,20,19,11,45,193
10,120,149,62,103,17,179,45,193
10,120,149,62,7,1,69,117,193
10,8,1,475,11,19,69,117,193
10,2,0,24,285,399,85,45,193
10,8,3,1,5,19,11,45,193
10,8,1,487,37,259,11,45,193
10,120,149,62,7,20,19,45,193
10,334,12,107,7,238,109,45,193
10,91,306,13,168,311,11,45,193
10,8,3,0,2,12,189,45,193
10,8,1,21,52,46,80,117,193
10,89,21,1,161,5,11,45,193
10,8,1,21,20,30,132,45,193
10,8,1,3,25,19,69,117,193
10,2,14,3,11,361,109,45,193
10,334,12,5,11,19,69,117,193
10,8,1,21,20,19,11,45,193
10,8,1,9,493,495,212,45,193
10,334,12,5,127,1,69,117,193
10,334,12,245,24,19,11,45,193
10,16,30,54,19,5,11,45,193
10,2,62,7,1,69,19,45,193
10,356,28,59,3,13,168,45,193
10,8,133,3,11,5,19,45,193
10,356,28,59,3,1,164,45,193
10,334,12,5,15,28,11,45,193
10,334,12,5,15,1,164,45,193
10,8,1,475,11,255,69,117,193
10,8,133,3,11,19,69,117,193
10,8,1,21,118,11,19,45,193
10,334,12,5,0,17,179,45,193
10,356,28,98,3,1,69,117,193
10,2,322,325,44,1,69,117,193
10,8,1,469,241,12,189,45,193
10,8,3,287,1,5,11,45,193
10,8,148,0,1,3,11,45,193
10,8,148,0,2,12,189,45,193
10,8,213,103,17,76,19,45,193
10,8,133,217,22,1,69,117,193
10,356,28,440,11,19,69,117,193
10,8,1,469,241,11,19,45,193
10,91,22,1,7,20,470,45,193
10,91,22,1,0,99,80,117,193
10,8,83,5,1,475,11,45,193
10,8,93,1,100,426,132,45,193
10,8,93,1,57,462,402,45,193
10,2,0,5,19,20,470,45,193
10,8,93,1,7,114,69,117,193
10,8,1,188,5,11,19,45,193
10,334,12,39,28,145,187,117,193
10,120,338,25,19,20,470,45,193
10,8,93,1,0,5,11,45,193
10,356,28,440,11,5,19,45,193
10,2,233,234,20,19,11,45,193
10,8,1,157,5,19,11,45,193
10,16,31,75,3,25,19,45,193
10,8,100,318,119,13,168,45,193
10,8,3,11,19,24,212,45,193
10,8,100,301,4,3,11,45,193
10,356,28,67,13,5,11,45,193
10,8,1,157,5,12,189,45,193
10,8,100,301,308,19,11,45,193
10,8,100,1,116,198,53,45,193
10,8,1,227,161,5,11,45,193
10,8,148,405,331,244,85,45,193
10,8,1,188,5,12,189,45,193
10,8,1,57,31,72,192,45,193
10,8,1,157,5,11,19,45,193
10,8,1,157,416,3,11,45,193
10,8,1,188,5,19,11,45,193
10,334,12,115,20,78,92,45,193
10,8,100,124,30,20,470,45,193
10,356,28,11,19,20,470,45,193
10,8,1,287,3,11,19,45,193
10,356,28,39,12,139,11,45,193
10,356,28,39,12,5,19,45,193
10,8,1,287,3,13,168,45,193
10,8,1,5,86,46,80,117,193
10,8,1,293,474,472,402,45,193
10,8,1,5,0,99,80,117,193
10,8,191,1,3,11,19,45,193
10,2,233,71,47,3,11,45,193
10,2,62,103,278,13,168,45,193
10,8,1,293,167,17,179,45,193
10,8,3,1,78,20,470,45,193
10,8,1,287,324,11,19,45,193
10,16,31,74,20,284,19,45,193
10,8,1,164,45,19,69,117,193
10,2,62,103,17,76,19,45,193
10,91,22,112,446,46,80,117,193
10,8,1,382,32,145,187,117,193
10,2,322,194,30,20,470,45,193
10,8,1,382,32,11,19,45,193
10,16,494,31,13,3,11,45,193
10,2,62,7,37,259,11,45,193
10,8,1,392,3,13,168,45,193
10,8,1,392,3,11,19,45,193
10,8,1,226,86,46,80,117,193
10,8,1,116,463,42,151,45,193
10,8,317,1,7,20,470,45,193
10,2,62,7,20,30,132,45,193
10,8,317,1,0,99,80,117,193
10,8,1,15,390,19,69,117,193
10,16,15,1,161,5,19,45,193
10,16,15,5,127,1,69,117,193
10,16,15,5,0,3,11,45,193
10,16,15,5,0,1,164,45,193
10,16,183,28,11,255,69,117,193
10,16,183,28,11,19,69,117,193
10,2,62,7,20,19,11,45,193
10,8,1,7,33,46,80,117,193
10,8,484,200,7,1,69,117,193
10,8,484,200,7,20,19,45,193
10,8,83,5,19,20,470,45,193
10,8,1,7,0,2,379,45,193
10,8,1,7,0,24,212,45,193
10,2,379,45,164,1,69,117,193
10,8,191,1,5,11,19,45,193
10,2,379,45,11,255,69,117,193
10,8,228,77,9,1,69,117,193
10,16,31,57,1,78,92,45,193
10,2,62,353,442,5,11,45,193
10,356,28,11,255,69,19,45,193
10,356,28,15,5,13,168,45,193
10,2,233,234,20,30,132,45,193
10,8,228,77,35,1,164,45,193
10,8,3,9,292,46,80,117,193
10,2,62,7,114,69,19,45,193
10,16,15,1,5,19,69,117,193
10,8,3,9,270,5,19,45,193
10,8,1,0,5,13,168,45,193
10,8,1,100,124,30,132,45,193
10,8,1,100,260,271,80,117,193
10,8,100,426,132,30,146,45,193
10,8,191,1,5,12,189,45,193
10,8,191,1,5,19,11,45,193
10,8,148,0,3,13,168,45,193
10,8,148,0,3,1,164,45,193
10,8,317,1,5,161,355,45,193
10,334,12,2,233,423,132,45,193
10,16,15,113,4,257,11,45,193
10,16,15,61,48,5,11,45,193
10,334,12,2,0,3,11,45,193
10,334,12,2,0,1,164,45,193
10,8,1,0,5,19,69,117,193
10,356,28,101,126,5,19,45,193
10,8,93,1,3,25,396,45,193
10,16,354,85,45,19,69,117,193
10,2,62,7,0,1,164,45,193
10,8,243,408,21,20,470,45,193
10,8,26,21,20,19,69,117,193
10,8,243,408,21,1,69,117,193
10,2,0,1,227,161,355,45,193
10,8,243,128,31,72,192,45,193
10,2,0,1,188,5,19,45,193
10,16,30,229,6,17,179,45,193
10,16,104,332,11,5,19,45,193
10,91,22,138,194,437,109,45,193
10,91,22,428,51,172,132,45,193
10,16,30,156,375,20,19,45,193
10,91,22,428,51,5,11,45,193
10,2,12,189,45,19,69,117,193
10,8,1,0,3,25,19,45,193
10,91,22,327,3,13,168,45,193
10,16,30,156,35,1,69,117,193
10,8,3,1,161,5,19,45,193
10,91,22,327,3,1,164,45,193
10,8,1,15,16,30,132,45,193
10,8,191,1,78,20,19,45,193
10,8,1,0,23,232,69,117,193
10,356,28,498,3,25,396,45,193
10,8,1,0,7,20,470,45,193
10,2,62,7,1,3,11,45,193
10,120,338,25,3,1,69,117,193
10,120,338,25,3,11,19,45,193
10,8,1,15,28,145,187,117,193
10,16,15,1,5,268,179,45,193
10,8,352,239,0,1,69,117,193
10,8,267,140,33,46,80,117,193
10,2,12,241,469,1,164,45,193
10,8,1,15,5,13,168,45,193
10,8,267,140,21,1,69,117,193
10,8,83,5,81,42,151,45,193
10,8,267,140,21,20,470,45,193
10,8,83,5,15,1,69,117,193
10,16,15,28,46,49,11,45,193
10,8,100,1,69,19,11,45,193
10,8,1,15,5,19,69,117,193
10,8,83,5,0,3,11,45,193
10,120,35,1,3,13,168,45,193
10,8,83,5,0,1,164,45,193
10,8,3,59,28,145,187,117,193
10,16,183,28,46,52,85,45,193
10,8,100,1,69,255,11,45,193
10,356,28,15,16,31,80,117,193
10,120,35,1,3,11,19,45,193
10,356,28,15,16,30,146,45,193
10,356,28,404,72,31,80,117,193
10,356,28,404,72,20,19,45,193
10,16,30,20,19,5,11,45,193
10,16,30,20,72,31,80,117,193
10,2,0,3,1,69,19,45,193
10,8,1,0,24,19,69,117,193
10,8,391,397,16,30,132,45,193
10,91,22,1,78,20,470,45,193
10,8,3,1,5,13,168,45,193
10,8,3,1,5,11,19,45,193
10,8,391,340,103,17,319,45,193
10,356,28,101,17,167,92,45,193
10,356,28,15,1,35,166,45,193
10,356,28,15,1,5,19,45,193
10,2,12,5,161,1,69,117,193
10,2,29,26,21,20,19,45,193
10,8,391,340,35,1,164,45,193
10,91,22,1,5,13,168,45,193
10,2,14,371,5,12,189,45,193
10,8,83,220,1,5,11,45,193
10,2,14,371,5,1,164,45,193
10,8,191,1,3,13,168,45,193
10,91,22,7,1,5,11,45,193
10,8,26,21,1,35,166,45,193
10,8,133,3,1,69,19,45,193
10,8,26,21,1,5,19,45,193
10,8,1,127,5,19,69,117,193
10,8,191,1,161,5,11,45,193
10,8,133,3,13,5,11,45,193
10,8,317,1,3,11,19,45,193
10,8,1,0,17,167,92,45,193
10,8,1,161,5,19,69,117,193
10,91,306,13,5,161,355,45,193
10,334,12,5,11,311,168,45,193
10,8,1,9,3,25,19,45,193
10,2,12,139,11,5,19,45,193
10,8,148,0,5,12,189,45,193
10,8,148,0,5,1,164,45,193
10,8,83,5,12,241,11,45,193
10,16,15,390,19,20,470,45,193
10,8,148,0,5,19,69,117,193
10,8,1,3,11,311,168,45,193
10,8,243,128,30,54,19,45,193
10,8,243,128,30,20,19,45,193
10,8,1,3,498,28,11,45,193
10,8,1,3,6,17,319,45,193
10,8,133,3,1,5,11,45,193
10,8,3,1,287,324,11,45,193
10,8,1,161,5,13,168,45,193
10,8,1,3,0,99,80,117,193
10,8,148,0,6,3,11,45,193
10,8,148,0,4,42,151,45,193
10,8,1,127,5,13,168,45,193
10,334,496,362,5,268,179,45,193
10,8,1,5,12,139,11,45,193
10,334,335,237,488,30,132,45,193
10,8,148,0,24,19,69,117,193
10,91,22,7,48,5,11,45,193
10,91,22,7,0,1,69,117,193
10,8,148,0,17,167,92,45,193
10,8,1,9,32,376,402,45,193
10,334,335,237,35,1,69,117,193
10,16,47,3,25,19,69,117,193
10,8,3,98,28,145,187,117,193
10,8,83,5,13,31,80,117,193
10,356,28,183,16,354,85,45,193
10,2,0,3,1,5,11,45,193
10,120,35,1,5,11,19,45,193
10,8,83,5,1,69,19,45,193
10,356,28,41,23,13,168,45,193
10,356,28,90,111,1,164,45,193
10,91,22,7,20,72,192,45,193
10,120,35,1,5,12,189,45,193
10,91,22,7,20,30,146,45,193
10,356,28,90,12,5,11,45,193
10,120,35,1,5,19,11,45,193
10,8,87,63,46,49,11,45,193
10,91,22,7,20,19,69,117,193
10,8,93,1,5,11,19,45,193
10,2,0,3,6,37,360,45,193
10,120,149,62,103,17,319,45,193
10,16,15,1,7,20,470,45,193
10,120,149,62,7,37,360,45,193
10,16,15,1,8,3,11,45,193
10,16,15,1,7,37,360,45,193
10,16,15,1,7,20,19,45,193
10,120,149,62,7,114,69,117,193
