125,142
125,47,16,30,142
125,47,410,30,142
125,26,21,20,30,142
125,47,3,25,388,142
125,182,216,38,430,30,142
125,47,312,78,20,30,142
125,47,3,6,229,30,142
125,182,26,21,20,30,142
125,47,16,31,128,30,142
125,26,55,47,410,30,142
125,26,8,243,128,30,142
125,26,55,47,16,30,142
125,26,70,95,20,30,142
125,26,8,3,25,388,142
125,26,225,6,229,30,142
125,26,70,138,194,30,142
125,26,8,10,16,30,142
125,26,70,249,20,30,142
125,26,8,100,124,30,142
125,26,8,3,47,16,30,142
125,26,182,216,38,430,30,142
125,47,3,11,19,25,388,142
125,47,3,25,19,20,30,142
125,26,225,6,3,25,388,142
125,47,16,494,31,128,30,142
125,182,26,55,47,410,30,142
125,47,16,31,72,20,30,142
125,47,16,15,5,286,30,142
125,182,26,70,95,20,30,142
125,182,26,55,47,16,30,142
125,47,16,31,74,20,30,142
125,47,16,104,23,36,30,142
125,182,26,8,3,25,388,142
125,182,26,70,138,194,30,142
125,182,26,225,6,229,30,142
125,182,26,8,100,124,30,142
125,182,26,70,249,20,30,142
125,26,21,20,19,54,30,142
125,26,55,79,464,20,30,142
125,26,70,37,497,20,30,142
125,182,26,8,10,16,30,142
125,26,8,391,397,16,30,142
125,26,8,100,426,132,30,142
125,47,303,386,201,20,30,142
125,26,8,3,6,229,30,142
125,26,21,20,375,156,30,142
125,26,21,20,19,25,388,142
125,26,8,3,47,410,30,142
125,26,70,415,35,156,30,142
125,26,70,37,6,229,30,142
125,26,21,1,5,286,30,142
125,26,70,37,7,20,30,142
125,26,21,408,243,128,30,142
125,26,21,1,3,25,388,142
125,26,21,89,10,16,30,142
125,26,21,1,7,20,30,142
125,26,320,13,3,25,388,142
125,26,21,1,35,156,30,142
125,26,344,157,5,286,30,142
125,26,320,13,5,286,30,142
125,26,21,1,78,20,30,142
125,26,29,2,10,16,30,142
125,26,344,157,310,20,30,142
125,26,320,13,23,36,30,142
125,26,21,1,100,124,30,142
125,26,29,2,322,194,30,142
125,26,320,13,31,128,30,142
125,26,21,1,15,16,30,142
125,26,320,13,31,16,30,142
125,182,26,8,243,128,30,142
125,26,8,1,3,25,388,142
125,47,3,8,100,124,30,142
125,47,3,11,5,286,30,142
125,26,8,83,5,286,30,142
125,26,8,1,5,286,30,142
125,47,3,0,5,286,30,142
125,47,3,8,10,16,30,142
125,47,3,11,45,132,30,142
125,26,8,133,3,25,388,142
125,26,8,1,7,20,30,142
125,47,3,1,15,16,30,142
125,47,3,0,6,229,30,142
125,47,3,8,243,128,30,142
125,47,3,11,45,146,30,142
125,26,55,47,3,25,388,142
125,26,8,1,15,16,30,142
125,47,3,75,31,128,30,142
125,47,3,1,5,286,30,142
125,47,3,0,7,20,30,142
125,47,3,11,19,20,30,142
125,47,55,79,464,20,30,142
125,47,303,75,3,25,388,142
125,47,71,233,423,132,30,142
125,47,55,26,21,20,30,142
125,47,303,75,31,128,30,142
125,47,154,12,115,20,30,142
125,47,71,233,234,20,30,142
125,47,303,75,31,16,30,142
125,47,123,13,3,25,388,142
125,47,154,12,5,286,30,142
125,47,147,4,3,25,388,142
125,47,123,13,5,286,30,142
125,26,8,1,21,20,30,142
125,47,123,13,23,36,30,142
125,26,8,1,35,156,30,142
125,47,123,13,31,128,30,142
125,26,8,1,78,20,30,142
125,47,123,13,31,16,30,142
125,26,8,1,100,124,30,142
125,47,3,9,38,430,30,142
125,47,3,75,31,16,30,142
125,47,3,13,31,16,30,142
125,47,3,9,282,132,30,142
125,47,3,281,38,430,30,142
125,47,3,13,5,286,30,142
125,47,3,13,31,128,30,142
125,47,3,13,23,36,30,142
125,47,3,25,19,54,30,142
125,47,3,1,7,20,30,142
125,47,3,0,23,36,30,142
125,47,3,1,35,156,30,142
125,47,3,0,143,124,30,142
125,47,3,1,78,20,30,142
125,47,3,11,19,54,30,142
125,47,3,1,100,124,30,142
125,47,3,1,21,20,30,142
125,47,55,79,37,6,229,30,142
125,26,55,47,16,31,128,30,142
125,47,147,4,3,6,229,30,142
125,26,21,1,5,15,16,30,142
125,47,55,321,186,221,25,388,142
125,47,16,15,1,3,25,388,142
125,47,123,13,5,15,16,30,142
125,26,70,415,35,237,488,30,142
125,26,21,1,3,47,16,30,142
125,47,3,6,205,411,132,30,142
125,47,123,13,23,104,16,30,142
125,26,21,438,0,5,286,30,142
125,47,55,26,8,100,124,30,142
125,26,70,95,20,19,54,30,142
125,26,8,1,35,237,488,30,142
125,47,123,13,168,45,132,30,142
125,26,70,37,79,464,20,30,142
125,26,8,3,25,19,20,30,142
125,26,70,95,209,374,156,30,142
125,47,123,13,31,72,20,30,142
125,26,8,1,0,3,25,388,142
125,26,8,1,100,426,132,30,142
125,26,70,37,6,3,25,388,142
125,182,26,21,1,5,286,30,142
125,26,70,171,40,23,36,30,142
125,26,320,13,3,47,16,30,142
125,47,303,75,31,72,20,30,142
125,47,71,233,2,10,16,30,142
125,47,3,75,31,72,20,30,142
125,47,16,494,31,72,20,30,142
125,26,21,1,35,237,488,30,142
125,47,16,15,5,19,20,30,142
125,47,303,75,3,6,229,30,142
125,26,21,20,19,5,286,30,142
125,47,3,9,88,38,430,30,142
125,47,147,4,42,6,229,30,142
125,47,154,12,5,15,16,30,142
125,47,410,30,20,19,25,388,142
125,47,3,133,8,10,16,30,142
125,47,3,13,5,15,16,30,142
125,47,3,13,31,72,20,30,142
125,47,3,13,168,45,132,30,142
125,47,71,50,0,3,25,388,142
125,47,3,13,23,104,16,30,142
125,47,3,25,19,5,286,30,142
125,182,26,55,79,464,20,30,142
125,47,3,0,23,104,16,30,142
125,182,26,55,47,3,25,388,142
125,47,3,1,35,237,488,30,142
125,47,154,12,2,322,194,30,142
125,47,16,31,13,23,36,30,142
125,47,3,0,34,38,430,30,142
125,26,389,145,28,15,16,30,142
125,26,29,280,179,45,132,30,142
125,47,3,11,19,5,286,30,142
125,47,123,13,3,6,229,30,142
125,26,70,138,22,7,20,30,142
125,47,3,1,100,426,132,30,142
125,47,3,1,296,95,20,30,142
125,47,16,10,8,243,128,30,142
125,26,344,157,1,5,286,30,142
125,47,3,1,8,10,16,30,142
125,47,16,354,85,45,132,30,142
125,47,16,10,2,322,194,30,142
125,47,16,10,8,100,124,30,142
125,26,344,157,416,3,25,388,142
125,26,344,157,1,3,25,388,142
125,47,3,1,0,5,286,30,142
125,47,3,1,8,100,124,30,142
125,47,16,246,206,23,36,30,142
125,47,16,354,85,45,146,30,142
125,47,16,10,89,21,20,30,142
125,47,16,10,8,3,25,388,142
125,26,344,157,1,7,20,30,142
125,47,3,1,127,5,286,30,142
125,47,3,1,0,6,229,30,142
125,47,3,1,8,243,128,30,142
125,47,16,246,206,202,20,30,142
125,47,16,10,120,338,25,388,142
125,26,344,157,1,35,156,30,142
125,47,3,1,9,282,132,30,142
125,47,3,1,0,7,20,30,142
125,47,16,10,120,35,156,30,142
125,26,344,157,1,78,20,30,142
125,47,3,1,22,138,194,30,142
125,47,3,1,9,38,430,30,142
125,47,3,1,0,23,36,30,142
125,26,344,157,1,100,124,30,142
125,47,3,1,57,31,16,30,142
125,47,3,1,22,7,20,30,142
125,47,3,1,0,143,124,30,142
125,26,344,157,1,15,16,30,142
125,47,3,1,69,19,25,388,142
125,47,3,1,57,31,128,30,142
125,26,344,157,1,21,20,30,142
125,47,3,1,44,23,36,30,142
125,47,3,1,69,19,20,30,142
125,47,55,79,205,6,229,30,142
125,47,3,1,164,45,132,30,142
125,47,3,1,44,204,20,30,142
125,47,3,1,69,19,54,30,142
125,47,55,79,205,411,132,30,142
125,47,3,1,157,5,286,30,142
125,47,3,1,164,45,146,30,142
125,47,55,79,37,7,20,30,142
125,26,320,13,5,15,16,30,142
125,47,3,1,161,5,286,30,142
125,47,3,1,157,310,20,30,142
125,47,55,79,37,497,20,30,142
125,26,320,13,5,19,25,388,142
125,47,3,1,188,5,286,30,142
125,26,344,157,5,15,16,30,142
125,182,26,21,20,19,54,30,142
125,26,320,13,5,19,20,30,142
125,26,225,479,327,3,25,388,142
125,26,344,157,5,19,25,388,142
125,182,26,21,20,375,156,30,142
125,182,26,21,20,19,25,388,142
125,26,320,13,5,19,54,30,142
125,26,344,157,5,19,20,30,142
125,26,320,13,23,104,16,30,142
125,26,21,1,5,19,25,388,142
125,26,8,10,2,322,194,30,142
125,26,344,157,5,19,54,30,142
125,26,21,1,100,426,132,30,142
125,26,21,1,5,19,20,30,142
125,26,8,10,89,21,20,30,142
125,47,16,15,390,19,20,30,142
125,47,16,104,150,23,36,30,142
125,26,21,1,5,19,54,30,142
125,26,8,10,120,338,25,388,142
125,26,29,2,0,5,286,30,142
125,47,16,15,1,5,286,30,142
125,47,16,15,390,19,25,388,142
125,47,123,13,5,19,25,388,142
125,26,8,10,120,35,156,30,142
125,26,29,2,14,3,25,388,142
125,26,29,2,0,3,25,388,142
125,47,16,15,1,7,20,30,142
125,47,16,15,390,19,54,30,142
125,47,123,13,5,19,20,30,142
125,26,29,2,379,45,132,30,142
125,26,29,2,0,6,229,30,142
125,47,16,15,1,35,156,30,142
125,47,16,30,20,19,25,388,142
125,26,225,6,3,47,16,30,142
125,26,320,13,123,47,16,30,142
125,26,21,1,3,6,229,30,142
125,47,123,13,5,19,54,30,142
125,26,29,2,12,115,20,30,142
125,26,29,2,379,45,146,30,142
125,26,29,2,0,7,20,30,142
125,26,8,10,16,47,410,30,142
125,182,26,8,3,47,16,30,142
125,26,21,1,3,47,410,30,142
125,47,16,15,1,78,20,30,142
125,47,16,30,54,19,25,388,142
125,47,3,6,211,237,488,30,142
125,26,225,6,3,47,410,30,142
125,26,21,1,8,3,25,388,142
125,26,21,1,15,5,286,30,142
125,26,320,13,168,45,132,30,142
125,26,320,13,123,47,410,30,142
125,26,29,2,62,7,20,30,142
125,26,29,2,12,5,286,30,142
125,26,320,13,31,72,20,30,142
125,26,21,52,85,354,16,30,142
125,26,21,438,0,3,25,388,142
125,26,29,2,0,23,36,30,142
125,26,8,10,16,31,128,30,142
125,182,26,8,3,6,229,30,142
125,182,26,320,13,3,25,388,142
125,182,26,8,391,397,16,30,142
125,182,26,225,6,3,25,388,142
125,26,70,249,20,19,54,30,142
125,47,55,26,70,95,20,30,142
125,47,55,26,8,10,16,30,142
125,182,26,8,3,47,410,30,142
125,47,16,15,1,100,124,30,142
125,47,3,6,0,23,36,30,142
125,26,70,95,20,375,156,30,142
125,26,70,95,20,19,25,388,142
125,26,21,1,296,95,20,30,142
125,26,21,1,8,100,124,30,142
125,182,216,38,9,282,132,30,142
125,47,123,13,168,45,146,30,142
125,26,320,13,168,45,146,30,142
125,26,29,2,233,423,132,30,142
125,26,8,1,3,47,16,30,142
125,26,70,37,43,38,430,30,142
125,26,320,13,31,74,20,30,142
125,47,3,8,100,426,132,30,142
125,26,8,3,25,19,54,30,142
125,26,70,95,222,6,229,30,142
125,26,21,219,454,310,20,30,142
125,26,21,52,349,15,16,30,142
125,26,21,52,85,45,132,30,142
125,26,21,438,0,6,229,30,142
125,26,29,2,0,143,124,30,142
125,47,123,13,31,74,20,30,142
125,26,8,1,9,38,430,30,142
125,182,26,344,157,5,286,30,142
125,182,26,320,13,5,286,30,142
125,182,26,8,100,426,132,30,142
125,47,3,11,5,15,16,30,142
125,26,8,1,0,5,286,30,142
125,182,26,8,1,3,25,388,142
125,26,70,249,20,375,156,30,142
125,26,70,249,20,19,25,388,142
125,47,55,26,225,6,229,30,142
125,182,26,70,37,497,20,30,142
125,47,55,26,70,138,194,30,142
125,47,55,26,8,3,25,388,142
125,182,26,21,408,243,128,30,142
125,182,26,21,1,3,25,388,142
125,47,16,15,1,21,20,30,142
125,26,55,79,37,6,229,30,142
125,26,8,83,5,15,16,30,142
125,26,8,1,5,15,16,30,142
125,26,70,171,342,35,156,30,142
125,47,3,6,37,7,20,30,142
125,47,3,6,0,5,286,30,142
125,26,320,13,3,6,229,30,142
125,26,21,1,0,3,25,388,142
125,26,21,1,8,10,16,30,142
125,26,320,13,3,47,410,30,142
125,182,216,38,53,45,132,30,142
125,182,216,38,9,3,25,388,142
125,26,55,321,186,221,25,388,142
125,47,303,75,31,74,20,30,142
125,26,29,2,233,234,20,30,142
125,26,8,1,3,6,229,30,142
125,26,8,1,3,47,410,30,142
125,47,3,0,5,15,16,30,142
125,47,71,233,2,322,194,30,142
125,26,70,37,68,38,430,30,142
125,26,320,13,31,494,16,30,142
125,47,3,75,31,74,20,30,142
125,47,3,11,28,183,16,30,142
