index,value
0,179.735
1,197.062
2,191.017
3,319.46
4,341.208
5,296.573
6,295.855
7,170.802
8,159.021
9,94.2552
10,128.613
11,58.2647
12,5.13851
13,65.974
14,3.688
15,46.9861
16,73.8243
17,9.58345
18,125.274
19,56.1398
20,11.9654
21,70.6748
22,42.6756
23,0.0880322
24,160.798
25,42.6425
26,67.4983
27,204.511
28,168.924
29,71.9031
30,95.8112
31,107.92
32,13.0434
33,101.624
34,127.777
35,19.7132
36,69.6321
37,135.352
38,79.0707
39,92.7338
40,96.2946
41,41.5329
42,61.844
43,82.899
44,66.7424
45,55.449
46,38.2293
47,95.1881
48,98.1979
49,50.8615
50,19.1434
51,101.99
52,0.119751
53,55.8249
54,115.42
55,75.1771
56,147.059
57,74.716
