index,value
0,260.51
1,256.464
2,217.244
3,218.046
4,372.119
5,321.692
6,342.621
7,294.915
8,105.652
9,289.496
10,128.614
11,96.9628
12,121.497
13,80.4167
14,0.417594
15,44.0658
16,55.977
17,36.313
18,170.919
19,118.174
20,93.5779
21,86.9777
22,76.718
23,4.05281
24,23.9477
25,120.035
26,79.0735
27,158.233
28,37.1466
29,73.3164
30,30.352
31,87.7584
32,111.559
33,107.114
34,88.4445
35,84.4473
36,25.6673
37,59.1096
38,132.745
39,154.584
40,140.109
41,36.9096
42,61.3461
43,251.922
44,76.7485
45,39.7344
46,31.7617
47,98.5591
48,70.835
49,130.491
50,140.881
51,3.6515
52,16.2886
53,42.6752
54,30.6401
55,3.49703
56,37.005
57,129.041
