index,value
0,40.97
1,79.6301
2,41.9521
3,28.2159
4,32.6312
5,80.9579
6,59.5624
7,48.9941
8,7.25489
9,0
10,307.606
11,7.75535
12,128.684
13,7.83192
14,172.741
15,167.441
16,119.668
17,40.5171
18,154.134
19,110.709
20,211.874
21,181.274
22,0
23,30.4092
24,62.4796
25,66.2552
26,48.1004
27,167.213
28,0
29,0.207276
30,301.554
31,161.902
32,5.62212
33,173.978
34,89.9508
35,141.096
36,82.5868
37,81.2798
38,128.451
39,160.347
40,301.208
41,117.231
42,19.7244
43,108.392
44,122.207
45,0
46,238.244
47,7.58771
48,82.5775
49,72.5488
50,17.0538
51,11.4835
52,5.02917
53,236.743
54,149.083
55,195.846
56,113.282
57,218.186
